depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,DOXORUBICIN (GDSC1:133),PEVONEDISTAT (GDSC1:1529)
ACH-001399,SW626,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.6795911456853921,
ACH-000354,CAPAN1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.5495409791910821,
ACH-000107,CAPAN2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.8531747842430122,0.9570497447373292
ACH-000979,DU145,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,0.6032359526762519,0.8675787919459929
ACH-000201,A204,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,,,,0.3845664136136915,0.8670211851119127
ACH-000410,SAOS2,Bone,Osteosarcoma,Osteosarcoma,,,,0.6816667582809465,0.8330431679837877
ACH-000087,SKES1,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,0.5544676233781233,0.9452297220836036
ACH-000145,SKLMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,0.5708588467595019,0.762713739955502
ACH-000905,5637,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,0.4219368629435609,0.7853776131611776
ACH-000364,U2OS,Bone,Osteosarcoma,Osteosarcoma,,,,0.7658784496376009,
ACH-002248,IMR5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.4434499881795726,0.9437873152495582
ACH-000319,MPP89,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,0.7444984193880523,0.9110337663711296
ACH-000464,CAS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7501005246477505,
ACH-000569,ISTMES1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,0.728419420731823,
ACH-000944,NAMALWA,Lymphoid,Non-Hodgkin Lymphoma,Burkitt Lymphoma,B-cell Burkitt,,,0.6021712202251791,0.947473813196792
ACH-000609,SF126,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,0.6703173697050758,
ACH-000804,NB1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,0.5617609566421536,0.9878201530196644
ACH-000719,RMGI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,0.7573540678956363,0.8833762714407134
ACH-000776,ONS76,CNS/Brain,Embryonal Tumor,Medulloblastoma,,Non MYC,,0.4534064509389938,0.7511099564164069
ACH-000622,KNS42,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7590621278322687,0.9630044561026498
ACH-001605,NO10,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7213146060325791,0.9845079022805194
ACH-001606,NO11,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7193053955633324,
ACH-000227,KPNYN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,0.9421721780852031,
ACH-000231,KALS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.5198983820085473,0.7809512762459234
ACH-000631,KS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,0.3952481148480871,0.6876944961087644
ACH-000168,NOMO1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,M5,,,0.764926680764607,0.8104640899847543
ACH-000738,GB1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7651469765881431,0.8010645718223911
ACH-000269,AM38,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.8064090293030379,0.9552287617725456
ACH-000469,YH13,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.8685295915267814,
ACH-001517,HEC1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,0.7287193441854487,0.8581611300896144
ACH-001704,VMRCMELG,Skin,Melanoma,Melanoma,,,,0.9213984794987088,
ACH-000062,RERFLCMS,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8344397244211583,0.8615943265161676
ACH-000157,A4FUK,Lymphoid,Non-Hodgkin Lymphoma,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,0.7107291167290558,0.9370580651113504
ACH-000524,KURAMOCHI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.644376670393723,
ACH-000697,A3KAW,Lymphoid,Non-Hodgkin Lymphoma,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,0.5353133295639322,0.8191232400493548
ACH-001642,SCC3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,B-cell,,,0.5905014957394441,
ACH-000373,SKM1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,,0.8598154068779065
ACH-000482,RERFLCKJ,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6464033828823571,
ACH-002274,MLMA,Lymphoid,Non-Hodgkin Lymphoma,Hairy Cell Leukemia,,,,0.69466943742303,
ACH-002277,NBTU110,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.7371996192174615,
ACH-001549,LU135,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.3928490831873484,0.9572049852816388
ACH-001655,SKN,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,,,,0.681972680162652,
ACH-000505,RKN,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,0.8272652562244239,0.765605686331863
ACH-000108,KP3,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,Exocrine Adenosquamous,,,0.7582573667109822,0.9675003186456312
ACH-000974,SNGM,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,0.3803088223554135,0.7720952074200017
ACH-000281,KP2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.6717591772258763,0.8897807447994186
ACH-001542,KON,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.5040979317206313,0.5995264060704495
ACH-001626,OSC20,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.4805347997419319,0.936407379067706
ACH-001625,OSC19,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.5596448345245472,0.9711057996384228
ACH-000475,HUH1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HBs Antigen Carrier,,,0.925640584260015,0.7936975299378795
ACH-000430,TYKNU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.8714248023661746,
ACH-000351,MKN1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,,,,0.3598382418580144,0.935084705606878
ACH-000356,MKN45,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,Diffuse Gastric,,,0.5583945083633147,0.8766503404417563
ACH-000565,RCM1,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,0.9151814652042212,
ACH-000561,TDOTT,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.7087489086189239,0.6056252379662962
ACH-000480,HUH7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.7753686405416809,0.6927980452989537
ACH-002142,HUO3N1,Bone,Osteosarcoma,Osteosarcoma,,,,0.8298977349203838,0.991728672479298
ACH-000976,HUCCT1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,0.6161662874944236,0.7996555056682577
ACH-001526,HUO9,Bone,Osteosarcoma,Osteosarcoma,,,,0.987829519350107,
ACH-000476,JHH4,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.8084470497622847,0.910380726334422
ACH-001716,GOTO,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.8116241240871317,0.7307246086685996
ACH-002178,NY,Bone,Osteosarcoma,Osteosarcoma,,,,0.7770101297343559,
ACH-001674,TGW,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.9024485418995968,0.92972399631006
ACH-000472,HSC2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.4477156732831325,0.742344081277557
ACH-000778,HSC3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.5796386860615478,0.8398544634087872
ACH-000607,KYM1,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,,,,0.6483615149529565,0.9861529483930804
ACH-000570,YKG1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.4420122509773259,0.8640499694422384
ACH-000528,ABC1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.575707691858919,
ACH-000670,SBC5,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.4426950659016637,0.8037331759078552
ACH-001307,8505C,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,,,,0.4182851151380768,
ACH-000171,VMRCRCZ,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,0.60305710107238,
ACH-001603,NH12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.6228917425902539,
ACH-000144,RERFGC1B,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.6708077606884438,0.9860495423338616
ACH-000684,KMRC1,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,0.906246159499897,
ACH-001641,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,,,0.9091708869874716,
ACH-000217,JHH6,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.7765379654655729,0.8705307986969797
ACH-000848,JHH7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.5380132370027606,0.9628314080657704
ACH-000527,OVISE,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,0.7142938907942686,0.9527312407229088
ACH-000443,OVKATE,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.8983329306197712,
ACH-000663,OVTOKO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,0.7658526486132671,
ACH-000620,JHH1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.7041795331010388,
ACH-000250,KMRC20,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,0.8841560581290472,
ACH-001443,ASH3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,,,,0.5044703264598231,0.8316147322006543
ACH-000919,IM95,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.5578283769250605,
ACH-001528,IHH4,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,Papillary,,,0.2637708274426285,0.6224730774084284
ACH-000843,HARA,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.7044488584384606,0.8314699809805784
ACH-000652,SUIT2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.6058529022764956,0.9774110332490183
ACH-000714,KMS11,Lymphoid,Non-Hodgkin Lymphoma,Plasma Cell Myeloma,,,,,0.8825979761893735
ACH-000232,U251MG,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,0.6049291829287983,0.7295275246006749
ACH-000383,OE33,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,0.8207665624889783,0.9845909473435333
ACH-000672,IALM,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.5824996522028137,0.9294380173263422
ACH-000047,GCIY,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.8753659517252774,
ACH-000159,OSRC2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,0.6959008241781814,0.7852193111194474
ACH-000756,GI1,CNS/Brain,Diffuse Glioma,Gliosarcoma,Glioblastoma,,,0.6032904797897426,0.7354493069887391
ACH-000305,ECGI10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.9707226217515632,0.6372809420938241
ACH-000560,ECC10,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Small Cell Carcinoma of the Stomach,,,,0.7405927058562053,0.6786115556068277
ACH-000678,MKN7,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,Tubular,,,,0.9909633055659692
ACH-000265,KP4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.5445957729938922,0.6194397779996859
ACH-000949,TGBC11TKB,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.9777819226840628,0.9249299813903064
ACH-000189,RCC10RGB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,,0.9803387323220322
ACH-002149,KGN,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,Granulosa Cell Tumor,,,,0.3439252758650044,0.9598467814074108
ACH-002162,MMACSF,Skin,Melanoma,Melanoma,,,,0.6644199270179298,0.9015410249353616
ACH-000947,OVK18,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,Endometrioid,,,,0.9239716049359976
ACH-000674,NUGC4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,Diffuse Gastric,,,0.7030415639822618,
ACH-000408,TE5,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.5569725692441093,0.8372925046016566
ACH-000605,TE6,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.8525139175798471,0.8456208363797966
ACH-000353,TE15,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.4624841766335677,
ACH-000484,VMRCRCW,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,0.6504241538746147,
ACH-000563,EBC1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.6385646858479129,0.7589574181215732
ACH-000769,LK2,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.8681278926451395,0.7384473705890848
ACH-000694,TE9,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.7080023153110877,0.903124289531828
ACH-000452,TE8,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.3402272811960218,0.9233581853267752
ACH-000318,TE10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.6901325886488792,0.9307913704479708
ACH-000488,TE11,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.7631534489493838,0.8776483218602253
ACH-000030,PC14,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.7752795779823852,0.9841985303580608
ACH-000626,U266B1,Lymphoid,Non-Hodgkin Lymphoma,Plasma Cell Myeloma,Plasmacytoma,,,,0.9971823771062212
ACH-000146,THP1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M5,,,0.9029936963612144,0.7256339098155593
ACH-000835,GCT,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,,,0.8608700215678071,0.5806288639577941
