id,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM269,PIM242,PIM254,PIM311,PIM262,PIM284,PIM321,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404
BIOCARTA_TID_PATHWAY,1.0575,2.35,1.0196,1.199,2.8037,3.0323,0.9434,1.5002,1.2364,3.0849,1.6067,1.7085,2.6921,2.1533,1.7499,1.4405,-0.5683,0.5486,2.121,2.5002,1.9888,2.2696,2.6947,1.8068,1.4062,1.4041,1.9662,1.3776,0.4414,1.1814,1.1258,2.2586,2.7748,2.201
BIOCARTA_CLASSIC_PATHWAY,-1.3561,-1.7649,-1.8896,-1.8238,0.7507,-0.5587,-1.2241,-2.6292,-3.1618,0.6746,-3.7804,0.5374,-2.7718,-0.7214,-0.7985,-1.5974,-3.4938,-2.9501,1.6554,-2.2791,-2.0086,1.342,2.1958,-3.0262,-3.718,-2.8657,0.1667,-1.1043,-3.3783,-2.7602,-3.8652,0.3646,1.1586,-2.0657
BIOCARTA_COMP_PATHWAY,-1.2825,-1.9253,-2.0989,-2.0067,1.6182,0.0835,-1.1212,-2.7763,-3.2774,1.4112,-4.1462,0.6232,-1.5085,-0.1724,-0.4879,-1.7013,-3.7729,-3.0597,1.7871,-2.2277,-1.9311,1.9491,2.734,-3.0381,-3.4322,-3.2966,0.9747,-1.1211,-3.4802,-2.6324,-4.3063,0.8558,1.8593,-2.2902
BIOCARTA_VDR_PATHWAY,7.2826,6.547,6.4147,6.9729,6.3859,6.7645,6.3149,5.9499,7.0573,6.5371,6.5163,7.3859,7.2412,6.2148,6.7141,6.5782,7.3182,6.1475,7.5133,6.7086,6.482,6.4412,6.7763,6.8444,7.2673,6.9028,6.7569,6.421,6.2372,6.3281,6.8478,7.0812,6.6511,6.7249
BIOCARTA_HDAC_PATHWAY,1.794,2.3764,2.1733,1.8963,2.7338,2.8683,0.9777,1.8781,1.5646,1.2892,1.8294,2.1323,1.4408,2.5993,2.0725,1.3562,2.6407,1.2533,2.6212,2.555,2.1044,1.9653,1.3574,2.741,2.4729,2.5895,2.1664,2.4575,1.3877,1.3947,1.3589,1.7376,2.6585,1.8194
BIOCARTA_GCR_PATHWAY,3.3811,3.1291,3.3943,3.4541,3.8279,4.0416,3.0613,3.1967,3.7175,4.5874,2.6915,3.4571,3.5803,3.4594,3.4885,3.3405,2.4003,3.4086,3.3675,3.2796,2.8769,2.8865,3.0687,3.1395,3.1492,2.667,2.62,2.6391,2.3685,2.6525,2.1346,3.824,4.1911,4.3851
BIOCARTA_CTCF_PATHWAY,2.5898,2.4532,3.0505,1.6294,2.2213,1.911,-0.205,1.4008,1.8883,3.1613,2.9202,2.9523,1.3891,2.6327,2.4987,2.1118,0.4132,0.9487,2.9248,1.4174,1.4876,2.3605,3.0345,2.4901,1.4659,0.9276,2.3057,2.1715,1.3835,1.9223,1.8122,1.778,2.1949,1.577
BIOCARTA_CTL_PATHWAY,-1.3543,-1.655,-2.4143,-1.7253,-0.8757,-0.7321,-1.8241,-1.2918,-2.0112,0.4775,-2.2652,-0.8692,-0.3432,-1.513,-0.5839,-1.1997,-2.242,-1.1805,-2.2879,-0.3194,-1.1381,-0.0721,-0.1666,-3.3359,-2.9902,-1.7979,-1.1833,-1.2579,-2.1434,-1.5565,-3.1632,-1.139,-0.6314,-1.3125
BIOCARTA_CXCR4_PATHWAY,3.8178,1.6717,0.8643,1.2924,4.2624,3.4574,3.6727,2.9446,2.0293,2.4874,1.8316,3.0523,2.7918,3.3607,3.8121,1.8202,2.3509,1.3466,4.2679,3.5374,3.0428,2.384,2.8686,1.7981,1.9429,2.4568,3.3934,3.5303,1.8261,1.8828,3.0769,3.2533,3.5855,2.7665
BIOCARTA_CELLCYCLE_PATHWAY,3.6946,4.1295,3.6743,4.1275,2.0271,2.4266,0.9635,3.7472,2.4596,3.273,3.9325,3.6182,2.2917,4.2716,3.9128,5.0179,3.0791,3.734,1.8423,3.2215,2.6406,3.7915,2.8106,3.2856,2.5257,1.7609,3.1304,3.1647,3.8627,3.6725,2.6607,2.9843,2.9793,3.4938
BIOCARTA_CFTR_PATHWAY,0.2152,1.2678,0.8418,1.5829,1.5245,1.0165,0.6019,0.4463,0.8562,1.9556,1.6924,1.0178,1.6765,0.8695,1.3523,1.4436,1.0037,1.2414,-0.1887,0.9236,0.8491,0.7302,1.5452,0.0483,0.4771,1.5936,0.6998,0.7316,0.3836,0.4572,0.462,1.0334,0.8974,1.5374
BIOCARTA_CYTOKINE_PATHWAY,-4.2794,-3.0731,-3.8874,-4.1847,-2.908,-3.655,-3.8784,-3.5907,-3.8619,-1.2299,-4.1609,-4.1963,-3.6701,-3.7011,-3.9209,-3.8531,-4.4659,-3.5877,-3.9819,-4.1228,-3.9423,-2.5995,-2.4746,-3.6419,-4.0797,-4.2337,-3.4882,-4.5149,-4.674,-4.3134,-4.6304,-3.7021,-3.3653,-3.8881
BIOCARTA_INFLAM_PATHWAY,-4.5707,-5.0312,-4.9007,-5.2955,-2.9189,-4.4544,-5.1929,-4.7726,-4.8661,-0.0124,-4.8517,-4.7749,-3.5474,-4.3744,-4.6537,-5.4378,-4.9426,-4.7231,-1.8363,-5.6671,-5.5942,-2.5795,-3.2206,-5.5109,-5.6786,-5.1305,-3.5373,-3.9647,-5.28,-4.9648,-5.4915,-4.1915,-3.4272,-4.348
BIOCARTA_D4GDI_PATHWAY,0.4356,2.446,1.4292,1.0012,1.5356,2.1311,2.1288,0.663,1.3081,1.6311,0.8899,1.1002,2.4306,2.1745,2.4923,0.2907,-0.5396,1.2011,3.1827,2.0064,2.1817,1.8359,0.8221,1.6957,1.0428,1.3653,1.6574,1.0847,-0.1073,-0.0292,0.4239,1.704,1.9868,1.6568
BIOCARTA_P35ALZHEIMERS_PATHWAY,2.3156,2.6205,3.26,2.8468,2.3748,2.5508,2.9802,2.8458,2.89,2.9901,2.7617,3.1108,2.8814,2.6499,2.8322,1.6267,2.6862,2.3659,2.4704,2.5127,2.5247,2.7235,2.2894,3.6481,3.4816,3.0963,2.5751,2.4155,2.8423,2.7686,2.7375,3.1788,2.9782,3.097
BIOCARTA_RNA_PATHWAY,2.5418,3.1707,3.1849,2.7625,3.8393,3.8268,3.0102,2.9219,3.4658,3.9544,3.2523,3.8106,4.2564,2.7422,2.7757,2.7148,1.5354,2.7928,3.0676,4.1024,3.6034,3.791,3.8139,3.5445,3.4058,3.1642,3.2024,2.8956,2.095,3.2695,2.4844,3.1505,3.0983,2.8501
BIOCARTA_MTA3_PATHWAY,3.9332,3.6959,3.8933,3.9756,3.0692,3.8543,2.6547,3.7324,3.0114,3.6082,3.7183,4.2722,3.5884,4.2664,3.8198,4.2287,3.1315,3.5428,3.8048,4.3118,4.3852,3.3632,3.7794,2.327,2.7912,3.5858,3.9142,4.1202,2.4007,3.0659,2.7525,4.287,4.1076,3.6376
BIOCARTA_SKP2E2F_PATHWAY,3.0406,3.5402,3.3161,3.1925,3.9206,4.0051,2.5965,3.8575,2.7703,2.447,4.0856,3.8746,3.078,3.8786,4.2943,4.6621,3.7083,4.3818,2.7708,3.7901,3.5451,3.1345,3.2803,3.4076,3.1705,3.0287,3.2726,2.899,4.6625,4.3766,4.2314,3.3948,3.1072,4.296
BIOCARTA_CALCINEURIN_PATHWAY,3.4065,2.7776,2.4611,2.4329,3.0642,3.0532,1.1826,2.7931,1.6738,2.5577,3.0166,2.365,2.8284,3.5276,2.5811,1.9205,3.581,2.4339,3.4128,4.2093,3.3663,2.7811,2.2742,3.3678,3.0724,3.1099,3.9909,2.8543,3.321,2.98,3.3087,2.1703,2.5409,2.0081
BIOCARTA_EGF_PATHWAY,5.0846,5.0425,4.512,4.3373,5.5328,5.1171,5.245,4.3295,4.543,4.7566,4.365,5.7235,5.1303,6.0666,5.0876,4.5854,3.1452,3.904,5.7393,5.927,5.3765,4.8834,4.9158,4.7455,4.6278,4.8713,5.5588,5.0443,3.3708,4.1063,4.1817,5.5171,6.0904,4.9459
BIOCARTA_ETC_PATHWAY,4.5939,5.0966,4.9825,5.6095,5.1896,5.2395,5.5217,5.2398,5.3648,5.7894,4.8043,5.5542,5.0614,5.3746,5.316,5.5345,4.996,5.5907,5.1975,5.3999,5.2479,5.0047,5.3962,4.8726,4.8911,4.9745,5.1822,5.3955,5.1115,5.2061,4.8705,5.0918,5.3136,5.3465
BIOCARTA_NDKDYNAMIN_PATHWAY,4.5143,4.3013,4.6036,4.8431,5.2876,5.494,4.8455,4.6183,4.2457,5.0393,4.1076,4.9413,5.1829,5.674,5.4896,4.8438,5.65,5.2575,5.8029,4.673,4.8841,5.0387,4.0638,4.7366,5.1257,4.8731,4.739,5.2961,4.7066,4.5554,4.2497,5.1789,5.0044,4.8897
BIOCARTA_EPHA4_PATHWAY,0.946,0.5143,-0.3984,-0.4315,0.9876,0.1984,-0.5452,0.5739,-0.2743,-0.0121,2.8575,0.4168,-0.5923,0.8199,1.7365,-0.6264,-0.2576,0.42,0.9147,0.1624,-0.1522,-0.2584,-0.4745,-1.1697,-0.6393,0.7374,0.2593,-1.0442,0.7671,0.6768,0.8578,0.5267,0.8667,-0.4539
BIOCARTA_EPO_PATHWAY,3.211,3.9469,3.0372,3.7353,3.1675,3.5029,3.4626,3.4667,2.7534,3.453,3.5055,3.772,3.7294,3.8911,3.2552,2.8346,3.5978,3.1879,4.0811,3.9092,3.4257,3.6698,3.6416,3.8403,3.7056,4.0673,3.3745,2.4105,2.4457,2.9559,2.7923,4.2684,4.3155,4.2767
BIOCARTA_ECM_PATHWAY,6.4297,6.1147,5.8371,5.4882,6.76,6.2567,5.2073,5.9342,6.467,5.8685,6.3498,6.3097,5.8406,5.9911,6.1501,5.7831,5.5176,5.7333,6.4969,5.9225,5.4509,6.0401,5.3493,5.0072,5.9796,6.2058,5.7267,5.3032,5.3004,5.5109,5.4384,5.9756,6.2737,6.1202
BIOCARTA_ERK_PATHWAY,4.8655,3.8127,4.1093,3.8784,5.3984,5.207,4.7305,4.7798,4.1394,5.4821,4.2326,4.6279,4.2391,4.5965,4.8326,3.913,3.5086,3.5533,5.3729,4.494,4.6366,3.85,3.6691,4.006,3.9239,4.0934,3.9352,4.0432,3.4137,3.8928,4.1148,5.1914,5.0601,4.4687
BIOCARTA_ERYTH_PATHWAY,-2.3053,-3.5318,-2.9335,-3.8483,-3.1916,-3.535,-3.804,-3.4972,-3.1033,-2.1743,-2.7942,-3.3778,-3.5582,-2.5872,-2.6531,-3.2304,-3.4018,-3.3517,-2.7273,-3.7817,-3.4681,-3.4675,-2.7391,-2.8698,-2.7667,-4.2532,-3.4431,-3.2207,-2.9349,-2.5818,-2.7053,-3.216,-2.9577,-3.4379
BIOCARTA_EPONFKB_PATHWAY,2.4389,2.634,1.6321,2.8937,3.191,3.1442,1.5524,2.7092,2.3874,3.4191,2.3652,2.9025,3.4221,2.8124,2.3533,1.9117,2.2498,2.6839,2.9187,3.3177,2.5415,2.8909,3.2149,2.854,2.5913,2.8791,2.7371,1.7858,2.2423,2.5906,2.3412,2.9545,3.6339,2.7387
BIOCARTA_EIF_PATHWAY,6.6019,7.1097,6.9181,6.7484,6.8231,6.8189,6.7351,6.8357,6.8062,6.6416,6.5856,7.1976,7.2875,6.6927,7.1063,7.2956,6.5734,6.6419,6.83,6.6595,6.4852,6.79,7.02,6.7219,6.9525,6.7397,6.7264,6.8938,6.3389,7.1896,6.6529,6.567,6.6333,6.9688
BIOCARTA_EXTRINSIC_PATHWAY,-1.6677,-3.2302,-3.2565,-3.5574,-2.3077,-3.007,-2.0043,-2.874,-2.9594,-2.2491,-3.5986,-3.4241,-3.2398,-2.216,-3.0124,-2.6901,0.2077,-3.5171,-2.0383,-3.1099,-3.1053,-1.9557,-2.5896,-0.6999,-0.9544,-2.181,-3.4969,-3.2062,-2.3264,-2.7195,-2.3781,-2.5531,-2.5356,-2.4451
BIOCARTA_FAS_PATHWAY,4.5316,5.7117,5.4748,5.3596,5.0586,5.1793,5.3667,4.8032,5.0234,5.5752,4.7993,5.8256,5.0155,5.6978,6.1691,4.7542,2.7782,5.2354,5.3885,5.7509,5.0169,5.1095,4.8376,5.896,4.8353,5.7218,5.1895,4.1328,4.2501,4.3953,4.3474,5.0858,5.5033,5.3177
BIOCARTA_FCER1_PATHWAY,3.3034,4.0989,3.6827,2.6497,2.9745,2.4495,1.6721,2.9917,2.6163,3.1501,2.1295,3.1465,2.9114,3.674,2.7673,2.1098,1.9337,2.7575,3.6779,4.3168,3.562,2.7138,2.5709,3.1457,3.1033,2.6781,3.4768,2.4614,1.2862,1.136,1.729,2.864,3.1032,2.8889
BIOCARTA_FIBRINOLYSIS_PATHWAY,-2.9266,-2.9579,-3.8479,-3.8823,-2.6031,-2.426,-3.2492,-2.9913,-3.2971,-3.0846,-3.3186,-2.716,-2.9875,-2.0777,-2.5653,-3.7667,-3.6513,-3.6291,-1.8969,-2.953,-2.9995,-2.81,-3.6288,-1.5401,-1.8446,-3.0555,-3.447,-4.1658,-3.6678,-2.6147,-3.3289,-3.3018,-3.1945,-3.4691
BIOCARTA_FMLP_PATHWAY,3.8271,2.9017,2.3717,2.5741,3.853,4.3003,3.2266,3.2927,3.0139,2.5936,2.7104,3.4162,4.1557,4.2662,3.9889,1.7369,3.4421,2.2148,3.634,4.502,4.0533,3.3646,3.0024,4.1588,3.8458,3.5754,3.7863,3.811,2.0019,2.1734,2.5098,3.6427,3.4113,3.1304
BIOCARTA_FREE_PATHWAY,-0.0458,1.9977,0.8417,1.1301,3.8185,2.9346,2.6189,2.2801,1.2068,5.0044,0.6857,1.9,3.1696,1.4888,1.6284,0.1194,1.2608,2.0285,2.0454,1.9585,1.4768,2.6199,2.0604,2.7812,2.909,2.4523,2.3989,1.4448,0.5455,0.6815,1.0089,1.8824,2.8027,1.9581
BIOCARTA_GATA3_PATHWAY,1.1406,0.7156,0.2498,0.584,2.1126,2.2644,0.3953,1.8073,0.6873,1.2824,0.37,0.9163,1.7381,2.2098,1.7833,0.3146,-0.0498,1.5665,1.1648,2.9496,2.9593,1.2375,1.6159,0.5867,0.5735,1.5863,1.9122,1.9588,1.1747,1.1011,0.2829,1.9775,2.2584,1.9789
BIOCARTA_SET_PATHWAY,3.5296,3.7874,4.3055,4.1836,3.667,3.5984,3.3457,3.5304,3.8551,3.7228,3.4522,4.2493,3.2961,3.8152,3.6013,4.0604,3.9456,3.409,4.0401,3.7337,3.6092,4.4536,4.1947,3.8723,3.9193,3.7738,3.8481,3.7507,4.0681,4.2964,4.4439,3.8865,3.8031,3.9422
BIOCARTA_GH_PATHWAY,2.6334,1.7274,1.5098,1.7148,2.7214,3.0684,3.5216,2.1979,1.6108,2.7542,2.7913,2.8547,3.4201,2.0992,2.2602,0.9205,2.703,1.5566,2.7627,3.0535,2.849,2.1675,1.58,1.118,1.6462,1.7813,2.5419,2.179,0.7592,1.2501,1.3752,2.9139,3.6547,2.4833
BIOCARTA_AHSP_PATHWAY,0.2188,0.1448,-0.4824,-0.0986,0.6416,-0.8487,-0.2786,0.3404,0.1455,0.0872,0.5565,2.0168,0.5799,1.428,1.1336,1.7758,-0.9422,0.3685,0.2648,0.8854,1.072,-0.6007,-1.0003,-1.6764,0.1065,-1.0006,-1.0671,-0.4858,0.3252,1.353,0.4885,0.0707,0.0552,0.6626
BIOCARTA_HIVNEF_PATHWAY,4.1504,5.7834,5.2339,5.3337,5.4151,5.59,4.0793,4.0682,4.6294,7.1006,4.0938,5.3121,5.5889,4.1973,5.0255,4.8767,2.3745,4.3516,5.4975,5.8523,5.274,5.9631,5.7594,6.249,5.3092,4.2246,5.0144,4.1907,3.0096,3.2658,3.0572,4.6381,5.5256,4.5349
BIOCARTA_SALMONELLA_PATHWAY,1.3297,1.8552,1.6742,1.9295,2.7046,2.6442,1.4507,3.0335,1.7066,2.2383,3.2192,2.3842,0.9973,2.3147,3.3207,1.6597,2.8929,2.0536,2.8779,2.402,1.746,1.9657,2.0135,1.6942,1.6111,2.6625,3.0406,2.632,3.0309,3.089,3.3207,2.12,2.7307,1.3007
BIOCARTA_MPR_PATHWAY,1.6038,2.6422,2.4886,2.3032,2.6695,2.6528,1.4248,2.1768,2.1686,1.4341,2.6034,2.4365,1.884,1.7491,2.9676,2.4012,3.815,2.5035,1.1,1.366,0.6236,1.4428,1.4531,1.2011,1.9094,2.7941,2.8686,2.7516,3.1089,2.6064,2.9607,2.1165,2.2062,2.2034
BIOCARTA_HCMV_PATHWAY,4.1024,4.5163,4.1813,3.6666,5.5274,5.2971,4.3203,4.5338,5.4624,4.7125,4.1002,4.843,4.573,4.2725,4.834,3.7419,3.7371,3.8933,4.4106,4.6319,4.4628,3.8812,4.2901,5.1087,4.7961,4.4939,4.4108,4.4271,3.5416,3.691,3.606,4.7646,5.345,4.753
BIOCARTA_P53HYPOXIA_PATHWAY,4.5946,3.3503,3.002,3.5355,5.3233,5.2014,3.1794,3.7916,2.9868,5.0148,3.7838,3.9845,4.9128,5.0787,4.3846,3.6697,2.7526,3.7525,4.8239,4.3504,4.0379,3.9468,4.1223,2.0463,2.5019,2.9563,4.5452,3.476,2.9975,3.8238,3.3911,4.655,4.7112,3.604
BIOCARTA_HIF_PATHWAY,4.4846,5.3178,5.3321,5.2551,4.786,5.5103,4.3066,4.421,5.2495,5.2593,4.5767,5.4101,4.6115,5.3068,5.469,4.7575,4.3068,5.2806,4.8572,5.0059,5.09,5.4569,5.2187,5.2822,5.5255,4.6149,5.2737,4.2208,4.6387,4.768,4.4934,5.8527,5.4744,5.0876
BIOCARTA_IGF1_PATHWAY,4.2766,4.7509,4.3427,3.9871,4.3596,4.3558,3.4531,3.4393,3.1326,3.9701,4.3333,4.5934,3.5028,4.4831,3.7409,3.5348,3.887,3.1327,4.3486,4.1634,4.1844,3.9667,3.4928,3.912,4.1008,4.4822,3.6887,3.1316,2.8147,3.4838,3.7439,3.7705,4.0926,3.0517
BIOCARTA_IL17_PATHWAY,-4.4636,-4.5559,-4.6918,-4.9082,-4.4004,-5.0921,-3.9783,-4.7836,-4.509,-3.4091,-4.6732,-4.3293,-4.5449,-4.6596,-4.6338,-4.2425,-4.7868,-4.8707,-4.8262,-4.4414,-4.7737,-4.4077,-4.0741,-4.6031,-4.4533,-5.0348,-4.3344,-4.4302,-4.2789,-4.6842,-4.564,-4.8793,-5.0483,-4.7207
BIOCARTA_IL2_PATHWAY,1.039,1.8179,1.204,0.6549,0.8116,0.8666,1.2026,0.4009,0.4213,1.0322,0.4276,1.8318,1.3729,0.9706,0.5521,0.4096,0.5322,0.1639,1.3395,1.2681,1.6438,1.4086,1.0642,1.0084,0.8272,1.6051,1.1117,0.7068,-0.6888,-0.3285,-0.1326,1.8044,2.0947,1.9112
BIOCARTA_IL3_PATHWAY,3.5086,3.6939,3.2619,3.2006,3.2599,3.4367,3.1012,3.1823,2.5851,3.0726,3.1064,3.6877,4.4847,4.3074,3.3539,2.2625,2.8452,3.1506,3.596,3.6404,3.9003,3.4996,3.2681,3.2435,3.759,3.3368,3.563,2.4063,1.5978,2.6207,2.1686,4.0521,4.0721,3.8795
BIOCARTA_IL4_PATHWAY,1.0374,1.3466,0.9868,0.5298,1.9016,1.7731,-0.6169,0.0873,0.6305,2.1661,-0.0196,1.0091,1.3492,0.1721,0.184,-0.5355,0.6285,-0.1776,1.5449,1.8476,2.3261,1.381,0.9208,0.4278,0.7209,1.0033,0.5963,1.1368,-0.7948,-0.5626,-0.8234,1.8684,2.3376,1.2679
BIOCARTA_IL5_PATHWAY,-2.8047,-3.2672,-3.4285,-3.4683,-1.1087,-2.7482,-2.8285,-3.0001,-2.7781,-1.4363,-3.146,-3.3995,-1.6095,-2.7434,-3.5858,-3.4875,-3.3349,-3.0402,1.0572,-3.3271,-3.321,0.0478,-1.8306,-4.1172,-3.6704,-2.6535,-2.0555,-0.894,-3.5732,-3.501,-3.6736,-2.4905,-1.9258,-2.7512
BIOCARTA_IL6_PATHWAY,4.0162,3.9618,3.464,3.0624,4.9766,4.3303,2.13,3.4371,3.2771,4.4939,3.431,4.0591,3.8251,4.5165,3.3113,3.3377,3.0356,3.3256,4.132,3.9451,4.2029,3.9971,4.4681,3.4356,3.3644,3.1505,4.0245,3.3848,1.822,2.6265,2.7127,4.6061,4.946,3.9003
BIOCARTA_IL10_PATHWAY,0.8012,-0.6431,-0.2586,-0.7005,1.6842,1.3178,0.0914,0.1942,0.2105,2.3407,-0.905,-0.6002,0.8192,0.1361,0.3471,0.1987,-1.6345,0.2825,0.3278,0.6723,1.1107,1.3169,1.5642,-0.911,-1.2502,-0.0952,0.8872,-0.2349,-1.2899,-0.3651,-1.0347,1.4758,1.9759,0.6662
BIOCARTA_IL12_PATHWAY,-3.865,-2.9415,-3.3719,-3.4397,-3.568,-2.9974,-2.4762,-3.5322,-3.6439,-3.2704,-3.8885,-3.6515,-4.511,-3.3816,-3.0764,-3.5696,-2.9589,-3.1378,-2.8741,-3.3467,-4.0725,-2.3927,-2.9926,-3.2996,-4.2025,-3.3362,-3.3644,-3.5996,-2.7454,-3.1716,-3.5241,-3.3691,-3.2894,-4.4117
BIOCARTA_IL2RB_PATHWAY,2.5349,1.4851,1.1822,0.8139,1.4637,1.5309,2.01,1.6733,1.2942,2.1955,1.9896,2.4067,1.7428,0.9003,1.1004,0.3917,0.9685,0.1801,1.9916,2.0986,2.2117,2.0665,2.0006,2.4332,1.8835,1.7896,1.9762,0.6919,-0.2747,0.2175,-0.2196,2.2737,2.8796,1.9007
BIOCARTA_IL22BP_PATHWAY,1.149,-0.2606,0.0074,-1.3485,1.6526,1.2829,0.8138,0.5654,-0.1174,1.7736,0.0757,1.2487,1.1079,0.2464,0.4072,-0.6691,-0.1338,0.2757,1.3512,1.1811,1.5289,1.6852,1.5624,1.2421,0.2258,0.7792,1.3344,0.5602,-0.8225,0.0911,-0.6557,1.9798,2.4321,1.249
BIOCARTA_IL7_PATHWAY,1.0577,0.5599,0.1066,-0.412,0.9869,0.7644,0.4447,-0.0625,0.317,1.5928,1.3602,1.6854,-0.0242,-0.2227,0.6198,0.1094,-0.0825,-0.4601,2.0691,1.0343,1.4277,0.015,0.2064,-0.3721,-0.3619,1.1901,1.5574,1.2228,-0.8358,-0.4341,-1.0351,0.9495,2.0345,1.0405
BIOCARTA_GSK3_PATHWAY,3.1151,1.5222,1.5865,1.7188,4.1541,3.792,2.7092,2.6961,2.1801,3.8305,3.5008,3.2574,3.1499,3.1793,3.3653,3.0458,1.3112,1.8676,2.9396,3.4336,2.8669,3.1143,3.2863,3.7859,3.6293,2.6076,4.2401,3.7815,3.0544,3.705,3.2806,2.9983,3.1259,2.3366
BIOCARTA_DEATH_PATHWAY,-0.2603,2.4038,1.8996,1.6556,1.4337,1.0074,1.7181,1.7195,1.6029,3.0087,1.0096,2.1918,2.674,1.4683,2.4149,0.7962,-0.3239,0.8533,2.5307,2.4008,1.8385,2.6476,3.3793,1.8016,1.4924,0.8875,1.7488,0.2751,0.3381,1.0306,-0.1024,1.2544,2.0442,1.1137
BIOCARTA_RACCYCD_PATHWAY,6.1663,6.4058,5.9904,5.9547,6.0425,6.9511,5.3421,6.1972,6.1148,6.5794,6.6055,6.7854,6.9112,6.2662,6.2333,5.8757,4.6513,5.7414,6.0063,6.6023,6.3509,5.6919,5.6823,6.2748,6.4142,6.2799,6.3349,6.2097,4.8243,5.4642,5.2484,5.5309,5.9234,5.9765
BIOCARTA_GLEEVEC_PATHWAY,4.6576,4.0644,3.8684,3.4574,4.6154,4.3305,4.5242,4.5903,4.1873,4.2805,4.3806,5.1596,4.2987,4.6189,4.6761,3.618,3.0385,3.5453,4.7632,4.2739,4.6819,3.9534,4.1009,4.8627,4.6242,4.5077,4.0575,3.1787,3.025,3.6361,3.5589,5.1027,5.2682,4.9938
BIOCARTA_INSULIN_PATHWAY,3.7368,4.2379,3.7932,4.2697,3.8023,3.8935,3.637,3.4362,3.511,4.3018,3.7978,4.3546,3.93,4.2868,3.7389,3.4412,3.6592,3.3713,4.2061,3.8845,3.7031,3.6052,3.364,3.4476,3.2936,3.7539,3.5486,2.9689,3.0178,3.5244,3.8026,4.225,4.4928,3.7151
BIOCARTA_INTEGRIN_PATHWAY,4.5998,4.4626,3.968,4.0047,5.4423,5.9412,3.8722,5.0297,4.581,4.43,4.6344,5.6012,3.3584,4.651,5.4932,3.6434,4.1681,3.1278,6.1518,4.4772,4.128,4.3487,4.0852,4.0764,3.991,5.4401,6.0545,5.3012,4.3545,4.3566,4.1196,4.6343,5.3228,4.1627
BIOCARTA_INTRINSIC_PATHWAY,-2.2567,-4.5613,-4.9399,-4.9537,-3.4793,-2.4513,-4.7054,-4.4281,-5.4563,-2.5225,-3.0245,-5.383,-5.6733,-4.1184,-3.7999,-3.8187,-4.2622,-5.24,-2.4044,-5.0977,-5.2161,-0.6609,-2.4862,-4.1453,-3.6365,-2.4977,-3.6504,-3.5112,-1.2708,-1.2108,-1.5621,-4.1079,-4.7975,-4.8874
BIOCARTA_KERATINOCYTE_PATHWAY,3.0914,2.2344,1.8466,1.7747,3.5522,3.2,1.3924,1.4994,2.4495,3.0969,1.3092,3.3552,2.5888,3.129,3.3998,2.5055,0.4455,0.8671,2.9991,3.4755,2.8444,2.6037,2.5471,3.5257,2.8801,1.9373,2.1943,1.2647,-0.4772,0.0395,-0.0908,2.9847,3.7651,2.4702
BIOCARTA_TCRA_PATHWAY,-4.175,-4.8718,-4.9112,-5.1419,-4.0304,-4.6857,-3.8101,-4.5249,-3.8933,-4.2109,-4.3708,-4.7508,-3.8918,-4.8884,-4.9669,-5.0114,-5.2045,-4.9146,-1.3257,-4.8995,-4.8966,-3.2219,-4.6937,-5.6859,-5.4242,-3.7712,-4.6705,-3.9611,-4.7076,-5.0998,-5.1415,-4.8188,-4.4472,-4.6641
BIOCARTA_LECTIN_PATHWAY,-2.6933,-1.4348,-1.321,-1.3107,-1.2318,-2.7037,-0.3861,-2.7209,-2.496,-0.44,-3.602,0.1248,-1.9557,-0.657,-0.7462,-1.749,-3.0372,-2.4903,1.275,-1.4346,-1.3245,-0.5466,0.3024,-2.6269,-2.8072,-2.5599,-1.7743,-2.8885,-2.4249,-2.2677,-2.9883,-0.5815,0.0368,-2.2509
BIOCARTA_PYK2_PATHWAY,5.9014,5.6945,5.4074,5.3773,6.2422,5.5841,6.1469,5.4748,5.7602,5.6364,5.0524,6.0465,5.8391,5.9128,6.6016,5.469,6.6705,5.0543,6.3647,6.1287,6.1545,6.1892,5.4608,4.811,5.258,5.2964,5.6906,5.5338,5.0454,5.1274,4.985,6.1069,6.4481,6.0153
BIOCARTA_EGFR_SMRTE_PATHWAY,2.0991,0.7006,0.2804,1.0458,2.7535,2.1048,2.3723,1.1907,2.531,1.1764,-0.2654,2.138,2.5223,2.0581,1.372,1.6454,-0.1892,-0.437,3.232,1.9204,2.337,1.2269,1.6937,2.2843,1.3196,2.1454,2.0979,2.8405,-0.2012,0.39,0.4934,2.1293,2.9276,1.8291
BIOCARTA_MAPK_PATHWAY,4.8192,4.0541,4.884,3.7505,5.3212,5.3097,4.3945,4.5887,5.4216,6.1934,4.3836,5.2367,5.9316,4.5907,4.5516,4.2415,4.0583,4.302,4.7972,4.1836,4.6439,4.4041,4.7373,5.5671,4.7037,3.8638,5.0796,4.5869,3.2488,4.0777,3.9742,5.4282,5.7003,5.3159
