Clean,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM242,PIM269,PIM254,PIM311,PIM262,PIM284,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040
ITRACONAZOLE_Broad,0.14,0.02,0.03,-0.02,0.19,0.00,0.12,0.08,0.01,0.04,0.05,0.04,-0.06,-0.11,0.01,0.13,0.49,0.27,0.15,0.12,0.04,0.02,-0.06,0.04,0.07,0.06,0.00,0.17,-0.04,0.09,0.01,0.00,0.05
PHLORETIN_Broad,-0.07,-0.09,0.08,-0.14,-0.14,0.00,-0.02,0.04,-0.01,0.01,-0.01,0.05,0.02,-0.06,0.01,-0.05,-0.11,0.00,-0.03,-0.03,0.02,0.00,-0.04,0.05,0.01,-0.01,0.03,0.02,-0.10,-0.01,0.01,0.03,-0.01
CHLORAMBUCIL_Broad,-0.06,-0.06,0.05,-0.08,-0.12,-0.01,0.02,0.01,0.00,0.09,0.05,0.05,0.02,-0.06,0.05,-0.03,-0.11,-0.03,-0.02,0.08,0.00,0.09,0.00,0.08,0.06,0.03,0.03,-0.04,-0.05,-0.02,0.04,0.05,0.02
ML083_Broad,-0.03,-0.04,0.10,-0.04,-0.16,-0.01,0.09,0.01,0.02,-0.04,0.07,0.08,-0.09,-0.09,-0.02,-0.07,-0.04,0.05,0.03,-0.04,0.05,0.06,-0.01,0.00,0.03,0.03,0.00,0.02,0.01,0.09,-0.01,0.03,-0.01
IMPORTAZOLE_Broad,0.02,0.02,0.34,0.19,0.02,0.03,0.26,0.26,0.18,0.04,0.11,0.29,0.12,-0.01,0.21,0.13,0.29,0.36,0.13,0.17,0.07,0.08,0.03,0.14,0.13,0.15,0.18,0.19,0.03,0.27,0.06,0.08,0.11
PARBENDAZOLE_Broad,0.04,0.04,0.33,0.05,0.07,-0.03,0.10,0.08,0.12,0.07,0.05,0.10,-0.04,0.02,0.10,0.14,0.14,0.25,0.16,0.30,0.25,0.20,0.02,0.26,0.12,0.07,0.13,0.14,0.16,0.18,0.08,0.17,0.08
CYCLOPHOSPHAMIDE_Broad,-0.07,-0.04,0.05,-0.09,-0.22,-0.05,-0.03,-0.02,0.01,0.04,0.00,-0.01,-0.06,-0.06,0.01,-0.03,-0.14,-0.02,-0.03,-0.01,0.04,-0.01,-0.04,-0.01,0.00,-0.06,0.01,0.01,-0.10,-0.09,-0.01,0.01,0.00
BORTEZOMIB_Custom Clinical,0.90,0.97,1.00,0.98,0.96,0.78,0.97,0.99,0.96,1.03,0.73,0.88,0.99,0.98,0.93,0.90,0.97,0.95,0.97,0.97,0.98,0.98,0.98,0.99,0.98,0.91,0.96,0.97,0.98,0.94,0.98,0.99,0.88
BEXAROTENE_Custom Clinical,0.01,-0.01,-0.19,-0.05,-0.16,-0.04,-0.04,-0.06,0.00,-0.04,-0.13,-0.05,0.09,-0.05,-0.03,0.05,-0.01,0.01,-0.05,0.05,0.04,-0.12,0.05,-0.04,-0.04,0.01,-0.04,-0.06,-0.03,0.13,-0.15,-0.06,0.02
17AAG_Custom Clinical,0.32,0.58,0.70,0.36,-0.34,0.09,0.45,0.55,0.28,0.31,0.31,0.59,0.53,0.32,0.26,0.35,0.06,-0.19,0.20,0.66,0.41,0.10,0.14,0.21,0.09,0.40,0.09,0.15,0.32,0.21,0.41,0.44,0.04
BOSUTINIB_Custom Clinical,-0.02,-0.09,-0.10,-0.02,0.23,-0.05,-0.05,0.01,0.14,-0.01,-0.02,-0.05,0.00,-0.07,0.00,0.08,-0.12,-0.11,0.16,0.02,-0.01,-0.18,-0.02,-0.07,0.03,0.12,-0.06,0.03,0.02,0.24,-0.12,-0.02,0.03
BMS536924_Custom Clinical,0.04,0.01,0.37,0.30,0.02,-0.06,0.01,0.09,0.14,0.31,0.10,0.17,0.21,0.06,0.27,0.38,0.05,0.96,0.11,0.84,0.58,0.64,0.07,0.91,0.05,0.01,0.11,0.16,0.08,0.37,0.01,0.10,0.21
CI1040_Custom Clinical,0.01,0.14,0.14,0.13,0.04,0.00,0.01,0.00,0.20,0.11,0.06,0.06,0.16,-0.01,0.09,0.08,0.21,-0.02,0.03,0.48,0.03,0.07,0.02,0.15,0.04,0.03,0.00,0.10,0.00,0.22,-0.05,0.03,0.18
DASATINIB_Custom Clinical,0.07,-0.07,0.20,-0.02,-0.33,-0.12,-0.12,0.11,0.25,-0.02,0.02,0.08,0.37,0.28,0.17,0.35,-0.17,0.01,0.20,0.32,0.05,-0.05,0.10,-0.06,-0.15,0.00,0.08,0.11,-0.05,0.21,-0.10,-0.04,0.21
17DMAG_Custom Clinical,0.50,0.63,0.74,0.43,-0.17,0.17,0.71,0.73,0.35,0.40,0.42,0.73,0.70,0.47,0.35,0.51,0.41,0.15,0.34,0.72,0.55,0.41,0.40,0.48,0.36,0.69,0.42,0.25,0.42,0.20,0.48,0.48,0.04
ABT263_Custom Clinical,0.30,0.12,0.61,0.59,0.47,0.03,0.37,0.41,0.46,0.19,0.24,0.11,0.27,-0.06,0.26,0.26,0.34,0.21,0.40,0.19,0.18,0.08,0.24,0.23,0.26,0.17,0.06,0.42,0.46,0.25,0.10,0.30,0.23
AXITINIB_Custom Clinical,0.08,0.09,0.16,0.17,0.00,0.00,0.13,0.23,-0.01,0.11,0.04,0.28,0.27,0.06,0.18,0.23,-0.13,0.05,0.16,0.19,0.14,0.08,0.14,0.08,0.10,0.14,0.14,0.01,-0.12,0.04,-0.03,0.01,0.24
ABT869_Custom Clinical,0.09,0.05,0.28,0.48,0.33,-0.07,0.24,0.30,0.24,0.31,0.19,0.17,0.15,-0.09,0.19,0.22,0.26,0.22,0.27,0.50,0.28,0.40,0.18,0.26,0.18,0.15,0.00,0.36,0.73,0.70,0.14,0.32,0.18
AZD0530_Custom Clinical,0.11,0.09,0.35,0.20,0.20,-0.01,0.26,0.26,0.20,-0.01,0.12,0.19,0.27,0.17,0.29,0.24,-0.16,0.01,0.32,0.37,-0.06,-0.10,0.04,0.11,0.27,0.33,0.19,0.10,0.09,0.05,-0.03,0.05,0.24
CEDIRANIB_Custom Clinical,0.04,0.05,0.15,0.09,0.16,-0.02,0.31,0.22,0.06,0.07,0.07,0.16,0.23,0.09,0.09,0.20,-0.15,-0.25,0.29,0.40,0.07,-0.04,-0.01,0.14,0.03,0.07,0.20,0.03,0.13,0.16,-0.02,0.00,0.14
CANERTINIB_Custom Clinical,0.40,0.39,0.54,0.53,0.00,0.14,0.42,0.56,0.43,0.31,0.17,0.39,0.36,0.36,0.48,0.49,0.77,0.60,0.23,0.62,0.25,0.02,0.10,0.37,0.52,0.64,0.21,0.34,0.25,0.47,0.21,0.27,0.44
CYCLOPAMINE_Custom Clinical,0.04,0.00,-0.05,-0.03,-0.09,0.00,0.03,0.03,-0.01,-0.02,-0.15,-0.01,0.06,-0.06,-0.01,0.04,-0.22,-0.40,-0.04,0.28,0.02,-0.11,-0.03,0.14,-0.17,-0.05,-0.03,-0.01,0.01,0.00,-0.06,-0.07,0.05
LENALIDOMIDE_Custom Clinical,0.02,-0.04,-0.09,0.09,-0.02,-0.04,-0.05,-0.11,-0.01,-0.02,0.03,-0.03,0.02,-0.01,0.02,0.04,-0.19,-0.37,0.04,0.05,0.01,-0.03,0.03,-0.11,0.04,0.00,-0.03,0.03,0.00,0.06,-0.04,-0.03,-0.01
PD0325901_Custom Clinical,0.08,0.23,0.45,0.27,0.25,0.10,0.18,0.35,0.53,0.44,0.09,0.21,0.40,0.15,0.16,0.31,0.61,0.17,0.14,0.16,0.02,-0.07,0.06,0.06,0.15,0.15,0.20,0.13,0.16,0.40,0.04,0.05,0.23
CHIR258_Custom Clinical,0.24,0.15,0.23,0.15,0.15,0.04,0.29,0.31,0.15,0.09,0.08,0.32,0.18,0.04,0.14,0.44,0.15,-0.02,0.22,0.24,0.27,-0.09,0.23,0.12,0.18,0.22,0.15,0.23,0.25,0.36,0.02,0.05,0.12
BIBF1120_Custom Clinical,0.05,-0.03,-0.01,0.02,0.11,-0.03,0.00,-0.04,0.08,0.03,0.08,-0.01,0.13,0.02,0.08,0.16,-0.02,-0.16,0.07,0.05,0.06,-0.06,0.01,0.00,0.09,0.09,0.01,-0.01,-0.04,0.05,-0.09,-0.03,0.09
PERIFOSINE_Custom Clinical,0.02,0.05,-0.04,-0.04,-0.03,-0.03,0.03,-0.04,0.03,-0.02,-0.01,0.00,0.04,-0.02,0.03,0.07,-0.01,0.00,0.03,0.50,0.06,0.22,-0.03,0.38,-0.02,0.04,-0.03,0.03,0.02,0.10,-0.05,-0.03,0.02
EPIRUBICINHYDROCHLORIDE_NCI_Onc_AOD,0.45,0.46,0.61,0.58,0.56,0.75,0.72,0.69,0.55,0.41,0.37,0.21,0.88,0.32,0.53,0.30,0.46,0.36,0.60,0.72,0.64,0.60,0.64,0.77,0.68,0.67,0.58,0.59,0.41,0.22,0.55,0.60,0.65
THALIDOMIDE_NCI_Onc_AOD,-0.04,-0.04,0.00,0.00,-0.12,-0.04,0.00,-0.03,-0.01,-0.03,0.05,0.04,-0.08,-0.12,-0.05,0.03,-0.10,-0.08,0.01,-0.01,0.02,-0.08,-0.01,-0.05,0.05,-0.02,-0.02,-0.03,-0.14,-0.08,-0.04,-0.02,0.05
ABIRATERONE_NCI_Onc_AOD,-0.02,-0.01,-0.04,-0.03,-0.22,-0.06,0.02,-0.03,-0.02,-0.07,-0.09,0.02,-0.10,-0.16,-0.04,0.01,-0.28,-0.19,-0.02,0.01,-0.04,-0.16,0.01,-0.11,-0.08,-0.03,0.01,-0.02,-0.08,0.07,-0.09,-0.08,-0.03
NILOTINIB_NCI_Onc_AOD,-0.05,-0.05,-0.06,-0.16,-0.26,-0.10,0.00,-0.07,-0.07,-0.08,-0.03,-0.01,-0.11,-0.18,-0.08,-0.02,-0.09,-0.07,-0.03,0.00,-0.04,-0.11,-0.03,-0.07,0.04,-0.05,-0.05,-0.04,-0.18,-0.15,-0.09,-0.08,-0.02
CLADRIBINE_NCI_Onc_AOD,0.01,-0.06,-0.05,-0.15,-0.07,0.04,0.04,-0.01,-0.04,-0.09,0.14,0.22,0.29,0.23,0.09,0.26,-0.13,-0.11,-0.04,0.17,0.24,0.27,0.32,0.18,0.02,0.12,0.05,-0.02,-0.17,-0.14,-0.10,-0.09,-0.03
FULVESTRANT_NCI_Onc_AOD,-0.04,0.03,0.02,-0.09,-0.27,0.00,0.05,0.17,-0.01,-0.07,0.07,0.09,0.06,-0.04,0.07,0.15,0.08,-0.02,0.07,0.05,-0.02,-0.04,-0.03,0.04,0.19,0.27,0.03,0.04,-0.15,0.10,-0.06,-0.05,0.14
PONATINIB_NCI_Onc_AOD,0.24,0.09,0.25,0.10,0.17,-0.12,0.32,0.30,0.00,0.20,-0.10,0.18,0.11,-0.06,0.08,0.13,-0.12,-0.45,0.24,0.52,0.23,0.05,0.14,-0.03,-0.15,0.07,0.17,0.12,0.11,0.31,0.02,-0.02,0.22
DAUNORUBICINHYDROCHLORIDE_NCI_Onc_AOD,0.45,0.46,0.63,0.62,0.74,0.78,0.69,0.67,0.64,0.49,0.39,0.58,0.81,0.84,0.60,0.72,0.44,0.46,0.57,0.80,0.53,0.65,0.64,0.78,0.57,0.65,0.67,0.63,0.68,0.52,0.58,0.65,0.64
ETOPOSIDE_NCI_Onc_AOD,0.05,0.00,0.16,0.21,-0.15,0.01,0.11,0.16,0.03,0.18,0.08,0.13,0.18,0.19,0.15,0.18,0.04,-0.12,0.08,0.18,0.28,0.20,0.29,0.14,0.07,0.19,0.00,0.04,0.03,-0.05,0.07,0.04,0.08
ALLOPURINOL_NCI_Onc_AOD,-0.01,0.00,0.00,0.05,-0.31,0.02,0.06,0.03,0.00,-0.04,0.02,0.04,-0.10,-0.11,-0.02,0.01,-0.05,-0.07,0.04,0.04,0.04,-0.01,0.02,0.04,0.06,0.05,-0.05,0.00,-0.15,-0.07,-0.06,0.01,0.04
TRETINOIN_NCI_Onc_AOD,-0.01,0.07,-0.01,0.01,-0.06,-0.03,0.01,0.00,0.00,-0.02,-0.03,0.07,0.00,-0.04,0.04,0.09,-0.18,0.05,-0.04,0.13,0.02,-0.07,0.10,0.06,-0.02,0.04,0.03,-0.01,-0.11,-0.06,0.01,-0.07,0.08
BENDAMUSTINEHYDROCHLORIDE_NCI_Onc_AOD,-0.03,-0.05,0.01,-0.01,-0.23,-0.02,-0.01,-0.04,-0.03,0.07,0.03,0.02,-0.03,-0.13,0.00,0.03,-0.14,-0.18,-0.02,0.10,-0.02,-0.02,0.00,-0.01,0.03,0.01,-0.07,-0.01,-0.20,-0.10,-0.03,0.00,-0.05
VEMURAFENIB_NCI_Onc_AOD,0.02,0.15,0.00,-0.04,-0.47,0.01,0.03,0.04,0.02,0.01,-0.10,0.01,-0.02,-0.17,-0.03,0.05,-0.08,0.03,-0.05,0.20,0.02,-0.12,0.06,-0.03,-0.05,-0.03,0.00,-0.01,-0.24,-0.12,0.04,-0.07,0.05
VANDETANIB_NCI_Onc_AOD,0.11,0.14,0.19,-0.05,-0.30,-0.01,0.14,0.22,0.05,0.06,-0.02,0.19,0.01,-0.08,0.10,0.18,-0.19,-0.16,0.01,0.33,0.04,-0.15,0.04,0.03,0.08,0.13,0.05,-0.01,-0.28,-0.14,0.17,-0.09,0.21
TEMOZOLOMIDE_NCI_Onc_AOD,-0.06,-0.05,-0.06,-0.11,-0.20,-0.06,-0.03,-0.03,-0.02,-0.08,-0.09,0.01,-0.06,-0.17,-0.02,0.00,-0.15,-0.12,-0.07,0.01,-0.05,-0.13,0.04,-0.04,-0.12,-0.03,-0.03,-0.01,-0.15,-0.11,-0.11,-0.07,-0.06
AFATINIB_NCI_Onc_AOD,0.40,0.16,0.60,0.57,-0.15,0.08,0.46,0.59,0.56,0.21,0.27,0.33,0.37,0.09,0.19,0.36,0.85,0.62,0.23,0.60,0.15,0.00,0.06,0.38,0.54,0.67,0.25,0.42,0.17,0.39,0.15,0.22,0.33
CABAZITAXEL_NCI_Onc_AOD,0.09,0.06,0.63,0.27,-0.26,-0.04,0.04,0.02,0.27,0.13,0.10,0.12,-0.02,-0.08,0.01,0.07,0.10,0.13,0.25,0.30,0.28,0.15,0.20,0.15,0.08,0.09,-0.02,0.30,0.20,0.18,0.09,0.14,0.10
PENTOSTATIN_NCI_Onc_AOD,-0.04,-0.05,-0.05,-0.13,-0.39,-0.07,-0.02,-0.12,-0.08,-0.06,-0.02,-0.03,-0.14,-0.19,-0.02,-0.01,-0.15,-0.08,-0.05,-0.03,-0.01,-0.06,-0.03,0.00,-0.02,-0.03,-0.07,-0.07,-0.22,-0.18,-0.07,-0.02,-0.19
SORAFENIB_NCI_Onc_AOD,-0.06,-0.08,0.08,-0.10,-0.11,-0.10,-0.01,-0.12,0.01,0.09,-0.08,0.01,-0.11,-0.16,-0.03,-0.03,-0.07,0.07,-0.01,0.35,0.05,0.00,-0.05,0.10,-0.03,-0.05,-0.06,-0.07,-0.24,0.11,0.01,0.08,-0.01
CISPLATIN_NCI_Onc_AOD,-0.02,-0.02,-0.04,-0.11,-0.26,-0.02,-0.02,-0.05,-0.01,-0.06,0.02,0.02,-0.03,-0.10,-0.03,-0.01,-0.05,-0.05,-0.03,-0.02,-0.01,-0.03,0.00,0.00,0.05,0.01,-0.02,0.00,-0.13,-0.06,-0.04,-0.06,0.00
GELDENAMYCIN_Custom Clinical,0.00,-0.02,0.28,0.19,-0.28,0.00,0.11,0.03,0.10,-0.03,-0.04,0.07,-0.06,-0.10,0.03,0.03,-0.08,-0.08,-0.05,0.37,0.19,0.17,0.12,0.04,0.02,0.02,0.06,0.06,-0.08,0.01,0.10,0.10,0.02
TRICHOSTATINA_Custom Clinical,0.26,0.49,0.43,0.72,0.44,0.32,0.53,0.67,0.62,0.68,0.31,0.38,0.59,0.46,0.30,0.41,0.19,-0.07,0.37,0.69,0.43,0.48,0.56,0.61,0.45,0.55,0.27,0.33,0.02,0.51,0.24,0.51,0.57
OBATOCLAX_Custom Clinical,0.50,0.50,0.63,0.63,0.52,0.12,0.58,0.53,0.73,0.59,0.22,0.43,0.57,0.32,0.56,0.57,0.76,0.51,0.42,0.78,0.56,0.59,0.35,0.64,0.65,0.53,0.58,0.64,0.70,0.71,0.54,0.61,0.54
SB431542_Custom Clinical,-0.12,-0.04,0.00,0.10,-0.32,-0.04,-0.05,-0.02,0.01,-0.06,-0.01,0.06,-0.09,-0.16,-0.05,0.02,0.12,-0.15,-0.01,0.24,-0.15,0.08,0.02,0.06,-0.04,-0.03,0.04,-0.05,-0.17,-0.04,-0.08,-0.07,0.03
PAZOPANIB_Custom Clinical,-0.06,-0.05,-0.03,-0.01,-0.12,0.01,0.05,0.05,-0.01,-0.07,-0.09,0.07,-0.04,-0.11,-0.02,0.06,-0.02,0.09,-0.07,0.27,0.08,-0.04,0.01,0.16,-0.07,0.03,0.09,0.05,-0.14,-0.03,0.04,0.00,0.02
NVPAUY922_Custom Clinical,0.53,0.59,0.72,0.56,-0.16,0.18,0.84,0.94,0.46,0.69,0.47,0.80,0.76,0.57,0.33,0.56,0.60,0.27,0.38,0.72,0.52,0.48,0.48,0.71,0.59,0.76,0.66,0.27,0.17,0.13,0.52,0.50,-0.06
PKC412_Custom Clinical,0.23,0.18,0.73,0.38,0.09,0.13,0.35,0.46,0.52,0.13,0.13,0.29,0.48,0.32,0.22,0.25,0.03,0.36,0.38,0.56,0.42,0.27,0.24,0.52,0.44,0.55,0.34,0.34,0.27,0.56,0.32,0.30,0.27
NILOTINIB_Custom Clinical,-0.11,-0.06,-0.04,-0.12,-0.34,-0.02,0.00,0.00,-0.02,-0.08,-0.15,0.02,-0.12,-0.16,-0.06,-0.05,-0.08,-0.11,-0.09,-0.01,-0.04,-0.06,0.06,-0.03,-0.12,-0.07,0.01,-0.03,-0.23,-0.18,-0.10,-0.09,-0.02
STF62247_Custom Clinical,0.10,0.30,0.25,0.34,0.00,0.14,0.32,0.17,0.25,-0.01,0.13,0.20,0.04,0.00,0.18,0.31,0.39,0.05,0.12,0.51,0.11,0.11,0.02,0.29,0.28,0.24,0.09,0.14,0.00,0.24,-0.01,0.06,0.16
H89_Custom Clinical,-0.05,0.00,-0.15,-0.04,-0.25,-0.03,-0.07,-0.04,0.00,-0.07,-0.05,0.14,0.00,-0.08,0.03,0.08,0.03,0.00,-0.10,0.17,0.00,-0.08,0.05,-0.05,-0.03,0.01,0.02,-0.05,-0.14,0.05,0.03,-0.02,0.01
Y27632_Custom Clinical,0.18,0.32,-0.22,-0.15,0.07,0.05,0.06,-0.10,-0.09,-0.08,0.13,0.01,0.12,0.09,0.19,0.25,0.30,0.64,0.26,0.52,0.15,0.31,0.05,0.36,0.28,0.27,0.00,0.20,-0.33,-0.27,-0.03,-0.04,0.29
LAPATINIB_Custom Clinical,0.29,0.21,0.35,0.36,0.09,0.20,0.30,0.40,0.28,0.06,0.13,0.37,0.23,0.13,0.33,0.34,0.17,-0.08,0.14,0.46,0.12,0.01,0.14,0.27,0.32,0.42,0.28,0.28,0.27,0.34,0.06,0.15,0.42
ELESCLOMOL_Custom Clinical,0.80,0.88,0.82,0.98,0.93,0.16,0.59,0.79,0.97,0.90,0.62,0.53,0.56,0.44,0.81,0.56,0.74,0.97,0.76,0.74,0.34,0.80,0.61,0.98,0.98,0.94,0.70,0.85,0.99,0.99,0.89,0.86,0.95
LESTAURTINIB_Custom Clinical,0.24,0.31,0.49,0.10,0.08,0.21,0.31,0.39,0.40,0.28,0.22,0.53,0.46,0.39,0.32,0.37,0.23,0.64,0.49,0.81,0.53,0.33,0.39,0.66,0.53,0.69,0.18,0.36,0.19,0.62,0.42,0.32,0.20
ENZASTAURIN_Custom Clinical,-0.03,0.02,-0.03,0.06,-0.08,0.00,0.10,0.04,0.03,-0.04,-0.03,0.05,0.11,0.01,0.02,0.06,-0.06,-1.96,0.09,0.49,0.16,0.31,-0.02,0.20,0.18,0.13,0.11,0.04,-0.15,-0.13,-0.09,-0.04,0.13
MASITINIB_Custom Clinical,0.06,0.23,0.06,0.13,-0.03,0.02,0.15,0.15,0.11,-0.04,-0.11,0.16,-0.08,-0.19,0.01,0.18,0.12,-0.07,0.04,0.21,0.02,-0.11,-0.02,0.00,0.00,-0.04,0.08,0.13,0.04,0.24,-0.04,-0.06,0.17
BEZ235_Custom Clinical,0.31,0.21,0.08,0.04,-0.33,0.00,0.42,0.10,0.11,0.06,-0.03,0.26,0.19,-0.12,0.11,0.23,0.17,0.39,0.08,0.59,0.11,0.00,0.09,0.30,0.12,0.09,0.29,0.05,-0.17,-0.08,0.08,0.03,0.35
AZD2281_Custom Clinical,-0.06,-0.09,0.01,0.01,-0.27,0.00,0.07,0.01,-0.02,0.14,-0.01,0.06,-0.01,-0.10,0.03,0.03,-0.05,-0.17,-0.01,0.08,-0.05,0.04,0.04,0.02,0.03,0.04,0.03,-0.01,-0.20,-0.31,-0.03,-0.02,-0.01
PD98059_Custom Clinical,-0.11,0.00,-0.05,0.00,-0.26,0.01,-0.04,-0.01,0.06,-0.07,-0.11,0.05,-0.07,-0.15,-0.05,-0.03,-0.07,-0.14,-0.12,-0.05,-0.01,-0.04,0.01,-0.04,-0.12,0.01,0.10,0.03,-0.14,-0.14,-0.04,-0.05,-0.05
PF2341066_Custom Clinical,0.11,0.05,0.28,0.26,0.15,0.05,0.32,0.35,0.27,-0.03,0.15,0.17,0.18,0.12,0.24,0.28,0.24,0.19,0.18,0.44,0.02,0.13,0.05,0.24,0.15,0.05,0.29,0.21,0.16,0.27,0.03,-0.02,0.15
CELECOXIB_NCI_Onc_AOD,-0.05,-0.06,0.01,0.17,-0.27,-0.04,0.06,0.06,0.08,-0.01,0.00,0.05,-0.12,-0.15,-0.05,0.03,0.03,-0.02,-0.06,0.02,0.06,0.00,0.02,0.01,0.06,-0.04,0.06,0.02,-0.22,-0.15,-0.03,0.01,0.01
IMATINIB_NCI_Onc_AOD,-0.01,0.05,-0.02,0.02,-0.18,-0.03,0.12,0.05,0.03,-0.04,0.04,0.10,-0.09,-0.12,0.02,0.08,0.08,-0.08,0.12,0.03,-0.01,-0.06,-0.02,0.05,0.12,0.03,0.09,0.01,-0.11,0.01,-0.05,-0.02,0.11
ERLOTINIBHYDROCHLORIDE_NCI_Onc_AOD,0.37,0.54,0.49,0.32,-0.02,0.33,0.54,0.62,0.39,0.27,0.26,0.39,0.40,0.29,0.30,0.53,0.49,0.24,0.49,0.41,0.16,-0.03,0.17,0.28,0.59,0.57,0.43,0.17,-0.33,-0.02,0.38,0.24,0.54
CLOFARABINE_NCI_Onc_AOD,0.07,0.03,0.56,0.36,-0.13,0.04,0.16,0.14,0.23,0.34,0.19,0.37,0.33,0.30,0.18,0.38,-0.07,-0.16,0.18,0.26,0.21,0.27,0.30,0.33,0.21,0.15,0.20,0.29,0.70,0.71,0.02,0.13,0.08
RALOXIFENE_NCI_Onc_AOD,0.03,-0.06,0.09,0.03,0.00,-0.01,0.26,0.32,0.11,0.00,0.00,0.15,-0.02,-0.17,0.05,0.11,0.43,0.36,0.01,0.13,-0.05,-0.12,-0.06,0.03,0.09,-0.01,0.10,0.13,0.22,0.49,-0.05,0.06,0.03
VINORELBINETARTRATE_NCI_Onc_AOD,0.13,0.11,0.71,0.27,-0.03,0.02,0.30,0.26,0.37,0.10,0.05,0.39,0.13,-0.05,0.13,0.25,0.14,0.24,0.24,0.35,0.18,0.19,0.19,0.36,0.23,0.30,0.29,0.37,0.17,0.28,0.06,0.07,0.17
GEFITINIB_NCI_Onc_AOD,0.02,0.10,0.24,0.17,-0.11,0.08,0.15,0.27,0.12,-0.03,-0.01,0.19,0.06,-0.02,0.13,0.22,0.39,0.11,0.04,0.21,0.04,-0.05,0.05,0.09,0.18,0.32,0.16,0.10,-0.16,0.13,0.01,-0.02,0.33
FLUDARABINEPHOSPHATE_NCI_Onc_AOD,0.02,0.02,0.08,0.25,-0.12,0.03,0.12,0.15,0.06,-0.04,-0.02,0.12,-0.01,-0.08,0.10,0.08,-0.01,-0.03,-0.03,0.06,0.14,0.04,0.13,0.00,0.07,0.08,0.10,0.07,-0.16,0.03,0.00,0.01,0.10
ANASTROZOLE_NCI_Onc_AOD,-0.01,0.02,-0.04,0.14,-0.27,-0.01,0.05,0.03,0.03,-0.05,-0.07,0.05,-0.08,-0.13,0.03,0.03,-0.10,-0.07,-0.08,0.04,0.09,-0.04,0.08,-0.01,0.00,-0.06,0.06,0.05,-0.17,-0.14,-0.03,-0.01,0.05
LETROZOLE_NCI_Onc_AOD,0.01,0.16,0.00,0.04,-0.19,0.04,0.13,0.05,0.04,0.01,-0.08,0.09,0.00,-0.06,0.03,0.08,0.02,0.03,0.04,0.18,0.08,-0.05,0.08,0.05,0.10,0.05,0.09,0.01,-0.14,-0.14,0.05,-0.04,0.13
PAZOPANIBHYDROCHLORIDE_NCI_Onc_AOD,0.12,0.10,-0.10,0.11,-0.10,0.09,0.26,0.24,0.05,0.03,0.04,0.20,0.02,-0.04,0.14,0.36,0.35,0.04,0.14,0.26,0.10,0.03,0.09,0.19,0.26,0.22,0.19,0.18,-0.06,0.19,0.03,-0.01,0.13
EVEROLIMUS_NCI_Onc_AOD,0.36,0.49,0.51,0.41,-0.31,0.32,0.50,0.47,0.44,0.56,0.10,0.37,0.42,0.35,0.31,0.46,0.00,0.46,0.36,0.48,0.20,0.12,0.21,0.25,0.35,0.40,0.35,0.17,-0.11,0.18,0.52,0.46,0.51
SUNITINIB_NCI_Onc_AOD,0.06,0.25,0.03,-0.05,0.01,0.00,0.20,0.10,0.01,0.01,0.04,0.12,0.07,-0.07,0.04,0.09,0.02,0.02,0.14,0.33,0.16,0.01,0.13,0.06,0.14,0.13,0.11,0.04,-0.27,-0.14,0.12,-0.03,0.16
REGORAFENIB_NCI_Onc_AOD,-0.09,-0.06,-0.01,-0.07,-0.16,-0.06,0.05,-0.01,-0.04,-0.08,-0.16,0.00,-0.16,-0.18,-0.04,-0.02,0.04,-0.13,-0.10,0.00,-0.01,-0.08,0.04,-0.12,-0.12,-0.11,0.06,-0.01,-0.36,-0.33,-0.07,-0.03,-0.01
8DODECYLSULFANYL13DIMETHYL7HPURINE26DIONE_NCI_Onc_AOD,-0.06,-0.07,-0.02,-0.04,-0.20,-0.04,0.09,0.05,0.01,-0.06,0.01,0.04,0.03,-0.03,-0.03,0.00,-0.11,-0.05,0.03,-0.11,-0.06,-0.07,-0.02,-0.01,0.11,0.03,0.05,0.01,-0.22,-0.20,-0.09,0.01,-0.02
OXALIPLATIN_NCI_Onc_AOD,-0.07,-0.03,0.02,0.02,-0.27,-0.03,0.02,0.04,-0.02,-0.03,-0.10,0.06,-0.06,-0.10,-0.06,0.00,-0.15,-0.11,-0.10,0.05,0.01,0.02,0.10,-0.03,-0.08,-0.02,0.07,0.03,-0.12,-0.16,-0.01,0.03,0.00
LENALIDOMIDE_NCI_Onc_AOD,-0.08,-0.04,-0.08,0.00,-0.30,-0.05,-0.08,-0.09,0.00,-0.04,0.00,0.00,-0.07,-0.11,-0.13,-0.04,-0.15,-0.25,-0.02,-0.02,-0.04,0.00,-0.03,-0.06,0.04,0.04,0.04,0.03,-0.12,-0.16,-0.08,-0.07,0.00
ZOLEDRONICACID_NCI_Onc_AOD,-0.08,-0.03,-0.02,-0.01,-0.22,-0.02,-0.02,0.01,0.02,-0.06,-0.13,0.06,-0.09,-0.15,-0.01,-0.01,-0.13,-0.11,-0.11,-0.10,0.01,-0.07,0.02,-0.04,-0.12,-0.12,0.06,0.01,-0.11,-0.15,-0.04,-0.02,0.01
